A=5307 B=3452 C=7342 X=402770303 Y=7229364850 Z=97035273079 M=7931
A=3736 B=8853 C=6491 X=463107014 Y=4648981715 Z=57448055005 M=9004
A=2886 B=9366 C=8209 X=763228019 Y=8944807069 Z=18774553876 M=2295
A=3333 B=5353 C=9292 X=233804544 Y=6282863949 Z=44028863347 M=3619
A=6944 B=8607 C=8765 X=231930322 Y=8371675790 Z=31356809090 M=2402
A=3616 B=4600 C=7102 X=698893447 Y=7136195911 Z=52212952203 M=2199
A=8083 B=4159 C=6312 X=773169993 Y=2226019307 Z=16109750962 M=1815
A=6600 B=9217 C=6196 X=925134934 Y=9828096243 Z=46740096079 M=8010
A=6358 B=8395 C=9417 X=940392147 Y=5468532083 Z=12229214013 M=7944
A=7498 B=6431 C=6938 X=712644645 Y=6669040650 Z=13470498280 M=5655
A=9436 B=5302 C=5589 X=122636523 Y=1377679272 Z=94287774261 M=1085
A=4246 B=5624 C=6339 X=821119844 Y=7445746130 Z=86370874863 M=4048
A=2450 B=8052 C=7438 X=745151863 Y=4690349981 Z=80943123891 M=4808
A=6672 B=3884 C=7762 X=564788450 Y=5674414165 Z=52490627519 M=1034
A=2478 B=6137 C=7101 X=249059095 Y=9451731698 Z=81189418629 M=8789
A=3554 B=6223 C=8742 X=901480134 Y=1785825216 Z=79129814301 M=7422
A=8143 B=4715 C=9296 X=721361364 Y=4109622615 Z=32413712928 M=1406
A=2873 B=4332 C=6433 X=671505090 Y=4552128416 Z=25941882257 M=1630
A=2224 B=6134 C=6943 X=900387461 Y=8286942056 Z=81238603318 M=5764
A=3099 B=3943 C=9539 X=339449098 Y=6924755507 Z=85473418722 M=5872
A=3011 B=4658 C=8986 X=673673622 Y=8611355091 Z=25646321408 M=9759
A=9499 B=9307 C=8794 X=110498047 Y=3654952198 Z=78266970425 M=9977
A=9230 B=6281 C=7836 X=671507845 Y=9028688609 Z=22873841320 M=1281
A=2319 B=8858 C=5106 X=713440426 Y=5346007397 Z=60457693432 M=5830
A=4795 B=9131 C=9246 X=303143085 Y=3874620358 Z=39288697067 M=2032
A=8714 B=9777 C=9673 X=498198098 Y=8369828420 Z=20900658203 M=9156
A=8149 B=9815 C=5868 X=301580034 Y=5595997594 Z=62456058787 M=2749
A=4152 B=5980 C=5545 X=330107941 Y=8824614227 Z=21636349653 M=8429
A=8655 B=3209 C=8624 X=686660530 Y=9069515068 Z=35913385008 M=1399
A=7573 B=9535 C=5696 X=172912290 Y=9196901790 Z=99097636083 M=3531
A=5628 B=4218 C=5716 X=553836368 Y=1757272770 Z=62093612067 M=5039
A=3810 B=7690 C=6708 X=349403020 Y=7231208131 Z=22817930112 M=7266
A=8036 B=5982 C=6267 X=598935062 Y=2474744163 Z=44835515305 M=3786
A=3470 B=8542 C=6198 X=683057432 Y=7200883610 Z=88514598118 M=6950
A=5170 B=4534 C=8213 X=162720175 Y=1341202171 Z=76512235024 M=6070
A=7644 B=4144 C=6215 X=488901796 Y=1980495819 Z=55450409445 M=3032
A=4645 B=9549 C=8787 X=640908581 Y=2831480970 Z=99680794700 M=5509
A=7043 B=5117 C=9524 X=288230961 Y=1812538431 Z=66998854408 M=2427
A=2362 B=6062 C=6371 X=476303489 Y=1900215875 Z=38868925632 M=9611
A=7294 B=8411 C=7799 X=509423614 Y=2767476625 Z=87709228815 M=4704
A=8912 B=6784 C=9431 X=795773053 Y=6983311022 Z=42048377300 M=5306
A=2933 B=5251 C=7699 X=756078019 Y=7410819657 Z=49874568184 M=7206
A=8624 B=9718 C=5993 X=478982101 Y=5949433040 Z=59732911011 M=7707
A=2952 B=6925 C=8196 X=715588062 Y=8555489969 Z=49128454528 M=1498
A=9916 B=5479 C=9816 X=181432204 Y=7125195058 Z=17776905378 M=8128
A=2584 B=7048 C=6112 X=452824259 Y=2947230358 Z=27631426959 M=7610
A=7674 B=6423 C=9650 X=178031080 Y=4275136694 Z=14543681619 M=7603
A=6741 B=3654 C=6295 X=587549561 Y=9849270841 Z=20423265211 M=9882
A=9130 B=6928 C=5032 X=516887452 Y=2235685851 Z=87443869647 M=1445
A=9707 B=5374 C=8828 X=817267336 Y=2375771686 Z=54992997650 M=4532
A=8104 B=5577 C=7431 X=522852212 Y=9347822530 Z=58404762427 M=3536
A=7760 B=8854 C=6809 X=386690400 Y=8102007720 Z=27502721455 M=5081
A=2549 B=6702 C=9204 X=302036622 Y=6039132096 Z=93289366956 M=5567
A=6766 B=6187 C=5805 X=268587508 Y=8771958655 Z=18458387535 M=3754
A=9627 B=9305 C=7933 X=278762132 Y=3068133001 Z=61302046896 M=1016
A=9801 B=4942 C=9277 X=367312202 Y=3960552388 Z=73964152379 M=2655
A=4539 B=9664 C=7662 X=902221269 Y=7552576620 Z=67753544985 M=6338
A=8557 B=5451 C=9170 X=672512601 Y=6820246331 Z=13388377462 M=5231
A=4990 B=4114 C=5614 X=428857673 Y=9379013522 Z=61862686320 M=1991
A=7845 B=9251 C=9169 X=549043762 Y=1635837740 Z=70194990434 M=6806
A=9226 B=5845 C=6667 X=183290752 Y=3840609593 Z=95771857371 M=7933
A=5180 B=8735 C=5766 X=544816317 Y=2756450066 Z=63219198678 M=9372
A=3458 B=6563 C=9963 X=853067626 Y=3651940804 Z=95235180950 M=6461
A=4134 B=8448 C=6860 X=361044058 Y=8069688306 Z=15683947911 M=1783
A=8651 B=4415 C=8895 X=375972356 Y=1786426670 Z=73434340052 M=4580
A=2452 B=9532 C=9063 X=970139062 Y=3221962557 Z=23202837742 M=2318
A=8917 B=7524 C=5369 X=393926439 Y=9670386782 Z=65212995698 M=9650
A=5001 B=9244 C=7698 X=221382918 Y=2520775870 Z=96140455025 M=8212
A=8755 B=6857 C=6917 X=833748002 Y=7007118755 Z=15689436870 M=6913
A=5308 B=6849 C=9265 X=954671638 Y=4793455138 Z=40937352621 M=7875
A=8395 B=4426 C=5992 X=192778471 Y=5231573462 Z=84497136031 M=2570
A=3754 B=5200 C=9866 X=805409131 Y=2028519186 Z=33377584554 M=9716
A=3458 B=9305 C=5967 X=873592946 Y=6006230195 Z=75559299205 M=4480
A=6599 B=9281 C=9206 X=923800628 Y=2996326886 Z=99621011847 M=8754
A=5219 B=3743 C=9622 X=458846841 Y=7855434721 Z=23319727234 M=7069
A=8691 B=9245 C=9267 X=635968377 Y=6073628683 Z=60802077267 M=7024
A=9117 B=9696 C=9045 X=838901194 Y=1361181291 Z=96350670996 M=6421
A=6051 B=5516 C=9169 X=780747890 Y=6254830826 Z=62121347141 M=7687
A=6757 B=8244 C=8203 X=888203880 Y=4160368786 Z=24267431507 M=6131
A=8374 B=9006 C=5030 X=781952140 Y=6459077834 Z=97193977035 M=6828
A=7090 B=3640 C=7757 X=668932464 Y=8355411717 Z=24969869478 M=1125
A=7849 B=4425 C=7566 X=589206730 Y=5118539791 Z=53130480885 M=9044
A=3102 B=4173 C=5416 X=751202448 Y=6130193174 Z=14942635276 M=4447
A=3506 B=3258 C=7092 X=111353459 Y=5998177405 Z=14947456107 M=3007
A=7470 B=4970 C=6971 X=739508194 Y=8782323537 Z=69435436790 M=5290
A=3621 B=4951 C=8126 X=315971759 Y=2881549740 Z=44077312021 M=6203
A=5663 B=3636 C=8419 X=626920387 Y=1717959940 Z=80762167315 M=4495
A=8611 B=8388 C=7335 X=910241468 Y=6091338985 Z=15630078192 M=1498
A=4248 B=5647 C=5218 X=409685317 Y=4144601504 Z=37990399203 M=6012
A=9126 B=7620 C=5381 X=171939249 Y=5457445454 Z=66784323123 M=4105
A=3870 B=3013 C=9366 X=511574879 Y=8411564420 Z=28979701696 M=3186
A=5830 B=7465 C=9669 X=951105853 Y=5995761784 Z=76993826422 M=4225
A=9292 B=3332 C=7677 X=206939086 Y=4695402578 Z=24712349870 M=7574
A=6750 B=7640 C=7569 X=116680766 Y=4820788263 Z=82680368198 M=9018
A=7821 B=9279 C=7693 X=461798921 Y=2784058226 Z=21170522212 M=3008
A=5109 B=5652 C=8909 X=349233367 Y=8660445929 Z=33219462029 M=2007
A=2109 B=8122 C=6601 X=776177394 Y=5189924016 Z=90848462631 M=6765
A=2758 B=9808 C=9129 X=769669339 Y=3203492881 Z=77881698077 M=3840
A=8585 B=4856 C=5189 X=732405042 Y=2047789049 Z=89997681367 M=6833
A=9782 B=7305 C=9948 X=113066076 Y=9929578826 Z=23652394318 M=7783
A=2427 B=7178 C=5912 X=379789883 Y=1516575561 Z=24578346233 M=8145
A=9660 B=6897 C=6708 X=208982697 Y=8946292939 Z=94590700942 M=1502
A=6098 B=9654 C=9990 X=861064471 Y=9414636451 Z=93358481065 M=7030
A=2895 B=4425 C=8643 X=270933880 Y=4952848346 Z=21944837527 M=2538
A=4238 B=9443 C=5237 X=967485607 Y=5745699492 Z=19560569283 M=8107
A=4457 B=8669 C=8198 X=711213943 Y=6053074614 Z=44448202393 M=1728
A=4774 B=9325 C=6124 X=642005232 Y=9254232574 Z=69351276936 M=4569
A=3937 B=8339 C=8057 X=923970712 Y=2795020871 Z=39418912278 M=9054
A=5935 B=8851 C=6987 X=744123710 Y=7835301878 Z=74074220121 M=5338
A=9337 B=4768 C=8134 X=227080365 Y=3450898207 Z=64674287933 M=6994
A=9452 B=3564 C=8455 X=786428210 Y=7014158202 Z=43594607149 M=6809
A=4641 B=9116 C=6624 X=711789947 Y=9593068351 Z=76947364680 M=1291
A=6403 B=7007 C=7268 X=884678671 Y=2574130085 Z=49032205260 M=4502
A=4366 B=9188 C=7251 X=127026597 Y=9957617871 Z=47265505343 M=2285
A=7954 B=6491 C=6475 X=209151017 Y=8330952656 Z=59604840226 M=4951
A=5610 B=9702 C=9121 X=343616108 Y=2032850970 Z=76039791519 M=6225
A=8693 B=5429 C=9248 X=551571270 Y=1170328521 Z=80289019018 M=5649
A=9412 B=9890 C=9635 X=330374066 Y=4635067535 Z=95395173977 M=9806
A=3931 B=5261 C=6722 X=985591436 Y=6088977065 Z=13022525817 M=2890
A=3729 B=8667 C=8584 X=482697240 Y=6788597044 Z=31061035879 M=2087
A=6356 B=5519 C=7901 X=521330528 Y=1435030359 Z=31105602521 M=3833
A=4078 B=7176 C=9442 X=102199631 Y=5236075683 Z=33030271401 M=1174
A=8824 B=4703 C=9389 X=541415710 Y=8951362333 Z=56105125511 M=9602
A=8791 B=9116 C=8369 X=108070873 Y=1746478069 Z=91813301998 M=6583
A=6010 B=5773 C=6071 X=313513387 Y=3132230344 Z=32004943181 M=7011
A=2267 B=9402 C=7267 X=768651298 Y=1088776478 Z=89003240865 M=9596
A=8796 B=5009 C=8804 X=430625581 Y=9034917071 Z=78516426155 M=4443
A=2805 B=8249 C=6281 X=941121624 Y=6830595514 Z=19658071587 M=6178
A=8463 B=4360 C=6048 X=515582709 Y=3439750182 Z=20948985945 M=4422
A=5462 B=8266 C=8267 X=467166219 Y=7752576134 Z=64222149824 M=7972
A=8127 B=9542 C=5495 X=615344432 Y=9957025042 Z=95997402885 M=4901
A=6719 B=7201 C=6172 X=660796153 Y=9256760834 Z=52343906004 M=7785
A=4305 B=8010 C=8417 X=368426808 Y=7103572687 Z=58523874663 M=1968
A=4628 B=7012 C=6562 X=117844354 Y=4646786285 Z=96740033454 M=8926
A=4449 B=8577 C=7610 X=281067096 Y=1577036972 Z=81779300908 M=6441
A=3021 B=5580 C=8358 X=153551394 Y=9577490854 Z=17859899174 M=7062
A=7258 B=9690 C=8507 X=850041298 Y=2895711475 Z=58003701448 M=7372
A=8435 B=7465 C=6704 X=206987861 Y=6191015602 Z=91634526658 M=1762
A=9341 B=9055 C=9069 X=958361523 Y=6991547424 Z=16874143140 M=1284
A=9226 B=3339 C=6665 X=551954255 Y=4870234386 Z=42807355190 M=8579
A=2127 B=4291 C=6757 X=480782762 Y=4233451463 Z=61209654151 M=8915
A=4109 B=9934 C=6069 X=889713311 Y=9333235162 Z=14996783091 M=4739
A=2241 B=6183 C=9973 X=396382397 Y=2164439180 Z=69547063599 M=7723
A=3471 B=5181 C=8905 X=678279948 Y=1655910737 Z=44868588864 M=3927
A=4016 B=9187 C=8960 X=807746517 Y=3541710817 Z=42244150297 M=3843
A=5490 B=8503 C=7159 X=437597417 Y=3337971664 Z=21326860724 M=5602
A=6556 B=4158 C=9663 X=113806950 Y=8124527717 Z=26812918058 M=2303
A=4341 B=3524 C=7230 X=577403989 Y=4492379841 Z=67930825716 M=8241
A=4209 B=9335 C=7968 X=632252809 Y=7898345266 Z=29588429057 M=9787
A=7933 B=5566 C=5409 X=798967247 Y=6344403047 Z=37471845144 M=3370
A=5049 B=3764 C=8482 X=705318859 Y=9124252994 Z=61690525720 M=6950
A=6989 B=4994 C=9312 X=435751550 Y=7127388783 Z=16377742635 M=3070
A=9472 B=8307 C=9925 X=367621303 Y=3814041064 Z=43502509882 M=7871
A=2659 B=6465 C=6283 X=745779402 Y=9947239797 Z=34480390276 M=6115
A=3177 B=7990 C=6311 X=385028853 Y=8078914054 Z=40207726761 M=5662
A=8404 B=8929 C=8804 X=739646628 Y=5062861805 Z=46252520136 M=7940
A=4245 B=5152 C=8167 X=787457693 Y=2155520173 Z=42313149596 M=9216
A=3996 B=7627 C=5100 X=311489362 Y=1288884174 Z=98584757826 M=6313
A=7755 B=5424 C=8909 X=862731563 Y=4051388516 Z=58190408242 M=1232
A=8167 B=7371 C=9475 X=988108205 Y=9295585591 Z=63318113191 M=6993
A=6311 B=6283 C=5966 X=528059530 Y=1754348312 Z=86679091299 M=6141
A=6909 B=7014 C=6965 X=519391199 Y=1014212591 Z=24536645315 M=8219
A=6437 B=8176 C=5406 X=857576683 Y=6766948215 Z=67437176438 M=4125
A=6836 B=3190 C=8244 X=889416741 Y=3681264097 Z=95551335617 M=5199
A=5425 B=6973 C=7464 X=225227989 Y=1140379352 Z=79536208206 M=3128
A=4896 B=4259 C=8563 X=603037589 Y=9439442780 Z=42804238323 M=4783
A=2035 B=3779 C=6459 X=269098524 Y=7303685902 Z=87817963535 M=4242
A=3320 B=8819 C=8870 X=605685568 Y=6552629262 Z=47674322730 M=1079
A=2409 B=3715 C=5459 X=794649689 Y=1182542495 Z=74755176336 M=9594
A=9323 B=3416 C=5824 X=536272982 Y=1445897764 Z=30998157086 M=9188
A=5820 B=8875 C=5638 X=826732416 Y=8137006371 Z=75501840358 M=5101
A=7381 B=3254 C=8035 X=998440645 Y=3199806850 Z=13140031697 M=4851
A=3364 B=3073 C=6836 X=467020741 Y=4974529020 Z=10084959955 M=2750
A=6094 B=7651 C=7758 X=115577335 Y=2407186503 Z=44011642901 M=5977
A=6413 B=6370 C=5568 X=453136502 Y=3819622129 Z=63552775443 M=3209
A=7724 B=7801 C=6155 X=571097437 Y=6535251629 Z=81044162719 M=2449
A=7920 B=3936 C=5818 X=594060889 Y=2852990879 Z=85976918575 M=2989
A=5075 B=6667 C=5264 X=320146205 Y=7090312256 Z=85883720627 M=4092
A=3222 B=8528 C=7132 X=689704050 Y=3151245461 Z=90445127978 M=4704
A=7076 B=9131 C=7976 X=743626492 Y=5352783976 Z=95300623542 M=7943
A=6746 B=7083 C=7862 X=741114525 Y=9575257175 Z=11756726495 M=8468
A=3265 B=7731 C=8679 X=218495309 Y=5018909486 Z=16730912204 M=1150
A=8694 B=7803 C=8298 X=826177937 Y=5069711340 Z=57499805298 M=6929
A=6149 B=8495 C=8303 X=695169126 Y=6744337343 Z=38321854760 M=1528
A=2864 B=9662 C=7779 X=546736278 Y=1208090947 Z=42040183383 M=1878
A=7535 B=4424 C=5614 X=564082821 Y=4763438219 Z=34399035848 M=3839
A=5780 B=5237 C=5420 X=494183081 Y=2471227582 Z=14681477142 M=2657
A=3009 B=5012 C=8435 X=431754356 Y=7362408686 Z=10120045850 M=4878
A=4916 B=3575 C=8444 X=520866178 Y=2805482630 Z=51171837900 M=1074
A=4429 B=3956 C=7491 X=710620843 Y=4830794440 Z=90069401023 M=5263
A=7057 B=8281 C=5323 X=835982194 Y=2045121083 Z=29924955632 M=2735
A=2852 B=8720 C=7920 X=894287358 Y=5178468488 Z=14988471522 M=6331
A=8696 B=9606 C=8436 X=881140592 Y=8972380879 Z=73317435554 M=4417
A=3772 B=8394 C=6196 X=669486927 Y=8404153005 Z=69006208352 M=8371
A=7625 B=3177 C=5699 X=283849267 Y=6178394167 Z=43016465907 M=5039
A=9624 B=5842 C=9175 X=544752571 Y=3243233623 Z=65206811498 M=7175
A=3064 B=5285 C=9777 X=704360627 Y=7052703896 Z=23468066021 M=5888
A=9161 B=9088 C=6641 X=127787254 Y=7913610219 Z=14546615393 M=5967
A=3788 B=4400 C=8755 X=241240898 Y=2962592173 Z=80470383394 M=3792
A=7781 B=3987 C=8070 X=774937904 Y=7529537927 Z=65667677710 M=6784
A=7385 B=7214 C=7859 X=719410047 Y=6802368923 Z=52985168798 M=4995
A=5817 B=8471 C=7865 X=727174656 Y=7021487022 Z=66251832838 M=7634
A=7615 B=8483 C=7244 X=694529265 Y=3406053436 Z=40679311223 M=5731
A=3393 B=7509 C=8351 X=291142061 Y=1094388556 Z=13860417403 M=2473
A=7004 B=5595 C=6039 X=119407764 Y=8761256315 Z=80135807982 M=4894
A=6656 B=6530 C=9579 X=510158920 Y=5330578015 Z=41169275067 M=1888
A=6215 B=3472 C=5308 X=330233015 Y=4944667131 Z=93349594479 M=1584
A=6468 B=8600 C=8650 X=106562332 Y=1651375660 Z=88513498626 M=1512
A=5887 B=3820 C=9953 X=676218534 Y=8872852741 Z=23331046196 M=7227
A=3876 B=4995 C=9713 X=590875928 Y=7394736608 Z=22617932215 M=1536
A=5813 B=4827 C=9399 X=675064590 Y=7985002972 Z=88280902931 M=6280
A=9411 B=3000 C=5825 X=343748005 Y=7054739509 Z=51563744659 M=3110
A=5221 B=8044 C=6461 X=780278424 Y=4507386745 Z=97725120309 M=4220
A=4646 B=6835 C=6328 X=988581842 Y=4910837991 Z=79815124894 M=7242
A=2210 B=7502 C=9904 X=847515894 Y=8800926624 Z=68778800083 M=1047
A=8677 B=6531 C=8261 X=858866209 Y=3989403420 Z=76738379325 M=6595
A=5872 B=5928 C=5994 X=271469139 Y=4916557172 Z=80121456889 M=8696
A=3054 B=5244 C=8327 X=100553320 Y=4914370177 Z=98592531485 M=3915
A=7265 B=5948 C=7625 X=215523866 Y=6700687927 Z=21727496137 M=7681
A=5735 B=5790 C=5852 X=469702532 Y=9443094340 Z=35522152029 M=9152
A=5427 B=8897 C=5975 X=987427563 Y=1266505729 Z=99661061931 M=5948
A=4802 B=6299 C=7304 X=547141704 Y=8332269403 Z=73722471211 M=8846
A=7247 B=8021 C=9587 X=726450295 Y=6574705131 Z=47570749798 M=1013
A=3083 B=4886 C=6343 X=947258034 Y=9275090661 Z=37514925963 M=7116
A=9612 B=7290 C=6110 X=807268619 Y=3848506652 Z=13915446677 M=4709
A=6030 B=7178 C=8924 X=855022149 Y=3109474728 Z=99965323690 M=2981
A=8099 B=5914 C=6382 X=949312826 Y=8223009589 Z=57906299859 M=8703
A=2741 B=5439 C=5933 X=748859194 Y=2660647606 Z=41255910458 M=1026
A=8730 B=4188 C=7584 X=293159947 Y=4728048119 Z=77475799244 M=3951
A=6536 B=4013 C=7378 X=942389013 Y=3014820745 Z=37866358111 M=2796
A=4394 B=5315 C=8239 X=469347761 Y=5505501934 Z=72029231912 M=6300
A=4419 B=4407 C=5643 X=919238453 Y=2461494009 Z=68727562266 M=1094
A=6055 B=7739 C=5758 X=749430113 Y=8627631505 Z=89066359819 M=6710
A=7050 B=5205 C=5333 X=287883396 Y=3299815276 Z=55043167985 M=2144
A=2829 B=8640 C=8697 X=753660294 Y=9446589138 Z=45417461791 M=9734
A=7753 B=8698 C=9300 X=712117785 Y=1728579057 Z=26172803208 M=5487
A=8138 B=9064 C=8264 X=598124059 Y=6362176741 Z=53856977534 M=8833
A=3014 B=6758 C=5717 X=523169920 Y=6687235394 Z=28200629840 M=4715
A=8399 B=4589 C=5538 X=834071559 Y=3847810815 Z=73807751177 M=2140
A=3734 B=3588 C=7798 X=879382177 Y=1830662002 Z=24213409639 M=3311
A=2908 B=3931 C=6789 X=271236844 Y=6178730663 Z=51041711246 M=6896
A=3891 B=5743 C=7560 X=465489428 Y=6334291465 Z=23771696097 M=7283
A=4712 B=9547 C=9806 X=559919779 Y=4186943938 Z=32942485731 M=9146
A=7903 B=9548 C=5887 X=575044090 Y=7221908881 Z=62123755090 M=9586
A=5933 B=6302 C=7905 X=807090121 Y=7274130212 Z=74502600355 M=9760
A=5547 B=4294 C=9721 X=928492209 Y=2088792457 Z=82816675704 M=7048
A=4442 B=5127 C=6709 X=229843383 Y=5050783636 Z=61904734262 M=9162
A=2094 B=4481 C=5035 X=176992438 Y=3020865336 Z=50203701645 M=3612
A=4915 B=4223 C=7082 X=770586855 Y=7006622518 Z=74763480438 M=4133
A=4238 B=4576 C=6966 X=511740347 Y=6992307903 Z=27495901464 M=5836
A=8715 B=7011 C=9153 X=383978212 Y=5530996007 Z=35596298168 M=9257
A=4946 B=5583 C=8798 X=146156647 Y=4706570847 Z=21383535048 M=6650
A=3036 B=9579 C=6635 X=597985993 Y=6173341827 Z=86390693633 M=5367
A=5030 B=7786 C=8768 X=919013464 Y=2764333483 Z=44665193974 M=2610
A=6329 B=8155 C=8851 X=316934076 Y=6833944201 Z=87437981863 M=2888
A=4232 B=7850 C=9527 X=492041463 Y=3750818508 Z=52259500516 M=9610
A=3627 B=7174 C=9656 X=238539086 Y=4319412564 Z=41485531074 M=9163
A=3300 B=8091 C=8585 X=329869038 Y=5635622380 Z=86443161323 M=1138
A=9522 B=3436 C=8807 X=324296144 Y=3209690409 Z=13989826884 M=2366
A=6558 B=8266 C=8661 X=552302025 Y=8791852242 Z=97116829089 M=1858
A=5214 B=3276 C=5596 X=607132463 Y=1120238140 Z=37860466363 M=9861
A=4675 B=4557 C=8291 X=674728492 Y=4113022482 Z=12363948868 M=9384
A=3259 B=8805 C=6980 X=546814794 Y=3045335195 Z=53947276580 M=1018
A=9989 B=8916 C=8906 X=440310135 Y=8510003764 Z=19372933857 M=3628
A=8571 B=3010 C=8868 X=553156411 Y=5536689219 Z=33579842503 M=2654
A=9282 B=5572 C=8857 X=779676335 Y=3215733873 Z=17286964652 M=4763
A=2338 B=5349 C=6667 X=945158863 Y=3742612167 Z=46360562926 M=9148
A=9326 B=7271 C=9245 X=292903768 Y=4806267910 Z=34361072095 M=5316
A=8490 B=3213 C=9048 X=492878301 Y=2022697156 Z=19234731305 M=9631
A=4229 B=7927 C=8780 X=617399172 Y=4929483366 Z=27073220131 M=2813
A=9006 B=5281 C=6472 X=729289472 Y=9935590379 Z=35399224047 M=3630
A=9689 B=5421 C=6656 X=822417577 Y=3592500312 Z=36662237850 M=7548
A=8336 B=4078 C=7535 X=264487090 Y=6640481703 Z=15345212632 M=7558
A=8754 B=5847 C=5711 X=731596327 Y=8861534318 Z=78642688160 M=5745
A=2661 B=8661 C=6315 X=751725566 Y=2530369661 Z=71518631168 M=3447
A=2638 B=9308 C=6152 X=843602802 Y=2369284296 Z=68273447423 M=9134
A=6169 B=8180 C=9166 X=549906966 Y=4614517733 Z=80682555507 M=1259
A=3049 B=5831 C=6647 X=762024921 Y=5453862179 Z=26629796828 M=6594
A=5671 B=7448 C=6290 X=217178758 Y=8657375886 Z=77916394034 M=9388
A=8773 B=6717 C=5473 X=625090554 Y=6437478835 Z=72149716484 M=5407
A=5544 B=4100 C=6777 X=144477301 Y=6392141417 Z=41665027685 M=5799
A=2402 B=9882 C=5266 X=467420390 Y=3978997133 Z=41804390520 M=5989
A=9471 B=9423 C=7223 X=416296694 Y=5268925602 Z=24452488106 M=9355
A=6810 B=5395 C=5832 X=231217691 Y=3962923692 Z=76812070357 M=8322
A=6162 B=7331 C=8733 X=553951871 Y=2423201867 Z=83677935714 M=2228
A=2645 B=9785 C=6095 X=412345942 Y=7125473747 Z=39813784419 M=8692
A=3425 B=5680 C=8616 X=672782513 Y=8117144314 Z=29606914375 M=5045
A=4276 B=9409 C=8850 X=502463076 Y=3198029885 Z=95789637074 M=2009
A=2088 B=8280 C=5839 X=621499871 Y=1448045174 Z=15270801195 M=3866
A=6654 B=9009 C=7521 X=534110369 Y=4738702404 Z=12779626827 M=3403
A=4334 B=8666 C=9637 X=751998750 Y=1761955186 Z=77866771610 M=7759
A=3360 B=5780 C=7746 X=628053988 Y=9105143099 Z=30713481124 M=2570
A=9294 B=3147 C=5631 X=393177529 Y=6101360943 Z=94037515038 M=6642
A=4303 B=5454 C=8958 X=496465947 Y=1688183673 Z=80145822333 M=3504
A=4606 B=9068 C=9673 X=210508307 Y=3790973488 Z=14920311197 M=3941
A=2161 B=8077 C=5099 X=747112712 Y=4409346784 Z=51004711202 M=9628
A=6199 B=7011 C=9812 X=996729098 Y=5358488141 Z=93444444151 M=8510
A=3361 B=5920 C=9245 X=845966778 Y=8173401465 Z=52505843570 M=7462
A=5499 B=9154 C=6058 X=976506728 Y=5809502773 Z=18883021652 M=2496
A=4186 B=6750 C=6052 X=249833257 Y=3165151644 Z=77253927216 M=6712
A=2355 B=4301 C=9430 X=712849310 Y=3092785375 Z=86797897344 M=4292
A=8570 B=6518 C=8113 X=643967975 Y=5761087168 Z=54482906294 M=7928
A=6659 B=3603 C=5787 X=709938466 Y=3665431259 Z=16557980228 M=1321
A=9541 B=9094 C=5777 X=368027830 Y=7471342559 Z=76485559872 M=1745
A=7499 B=8066 C=6198 X=184413482 Y=6261573225 Z=32649809249 M=2032
A=5016 B=3278 C=9486 X=191924694 Y=6480797235 Z=89208590338 M=6887
A=6142 B=5734 C=6825 X=663605436 Y=6418297465 Z=71223346865 M=9055
A=4958 B=6345 C=8826 X=777093023 Y=1980987406 Z=94195509202 M=8611
A=4583 B=3991 C=6019 X=122631443 Y=7077240865 Z=18091014138 M=6079
A=2225 B=6752 C=7951 X=317428147 Y=7857279825 Z=74973476734 M=3500
A=5790 B=3741 C=6091 X=686190465 Y=4600895915 Z=68964855531 M=5773
A=3653 B=7136 C=7321 X=744330940 Y=3383521173 Z=34696964565 M=2306
A=5008 B=3537 C=6896 X=196514368 Y=7769724987 Z=20398834534 M=6320
A=6075 B=7725 C=9294 X=293572215 Y=6569295112 Z=69800949949 M=4736
A=3512 B=5183 C=6440 X=577213935 Y=4381613844 Z=54219339727 M=3985
A=6402 B=8531 C=5539 X=299673058 Y=6219301330 Z=57489905708 M=7940
A=5629 B=3822 C=8869 X=763491144 Y=5422260719 Z=19841257477 M=4138
A=5566 B=3897 C=6638 X=310477940 Y=4471173735 Z=42285607069 M=2816
A=6904 B=5122 C=8760 X=858496847 Y=9826693858 Z=71927934071 M=4479
A=4872 B=3550 C=8085 X=483889007 Y=2728462654 Z=16057452673 M=3223
A=8668 B=8740 C=7805 X=633191559 Y=7742535929 Z=32080498457 M=6425
A=9478 B=4603 C=9640 X=112463017 Y=2182942979 Z=11656129594 M=7646
A=6387 B=7475 C=8078 X=153861159 Y=4531051263 Z=67971727650 M=2349
A=3962 B=9008 C=7012 X=159288040 Y=5754066616 Z=21030126204 M=4228
A=4876 B=9997 C=9954 X=866777524 Y=7126840740 Z=59463351270 M=3161
A=6662 B=4504 C=6075 X=742381141 Y=3978753358 Z=88198100932 M=1716
A=8422 B=4834 C=5196 X=801032024 Y=3681586084 Z=99118186691 M=1257
A=7867 B=3359 C=5396 X=966019032 Y=1003167539 Z=34930957760 M=9690
A=7938 B=4813 C=6182 X=717904224 Y=2485230700 Z=92584881728 M=5241
A=9211 B=3703 C=7981 X=919612994 Y=6849757597 Z=22494966824 M=6636
A=5533 B=8883 C=9540 X=270613746 Y=2561064450 Z=64521188042 M=5693
A=2276 B=7784 C=6689 X=719842667 Y=4421193056 Z=72006236664 M=7224
A=3980 B=9479 C=8197 X=572339596 Y=4558977182 Z=73317927526 M=9910
